sentence,label
"With regard to the numerator , BRENNTAG SE refer to BRENNTAG SE expla -nations below .",0
"For BRENNTAG SE , the following aspects must be taken into account in this regard : BRENNTAG SE does not incur any research and development expenses .",0
"Even though variable leases and low - value leases are not explicitly mentioned in the Art . the EU ’s General Data Protection Regulation ( GDPR ) , BRENNTAG SE have interpreted the EU ’s General Data Protection Regulation ( GDPR ) as to include variable leases and low - value leases .",0
"BRENNTAG SE has not identified Taxonomy - eligible economic activities , BRENNTAG SE do not record Capex / Opex re -lated to assets or processes that are associated with Tax -onomy - eligible economic activities ( “ category a ” acc . to Sect . 1.1.2.2 of Annex I to the Art . the EU ’s General Data Protection Regulation ( GDPR ) ) in the numerator of THE CAPEX KPI and the Opex KPI .",0
"Furthermore , there are no Capex plans to upgrade a Taxonomy - eligible economic activity to become Taxono -my - aligned or to expand a Taxonomy - eligible economic activity ( “ category b ” acc . to Sect . 1.1.2.2 of Annex I to the EU ’s General Data Protection Regulation ( GDPR ) . 8 Delegated Act).Only “ category c ” Capex and Opex can therefore qualify as Taxonomy - eligible , i.e. Capex / Opex related to the pur -chase of output from Taxonomy - eligible economic activi -ties and individual measures to improve energy efficiency that are listed in the Delegated Climate Act ( Sect . 1.1.2.2 . ( c ) of Annex I to the Art . BRENNTAG SE ) .",0
"In this way , TAXONOMY ensure that no Capex or Opex is considered more than once .",0
"As a result , BRENNTAG SE has identified the following pur -chased outputs and individual measures that corre -spond to eligible economic activities and thus result in Taxonomy - eligible Capex / Opex : NFBNFBNFBTable 2 – Individually Taxonomy - eligible Capex / Opex and the corresponding economic activities Description of the individually Taxonomy - eligible purchased output / measureCorresponding economic activity ( Annex I to the Art . 8 Delegated Climate Act)Purchase and leasing of e - vehicles as company cars",0
"Renovation of existing buildingsMaintenance and repair of energy efficiency equipment in BRENNTAG SE existing buildings7.3 . Installation , maintenance and repair of energy efficiency equipmentInstallation of charging stations for electric vehicles 7.4 . Installation , maintenance and repair of charging stations for electric vehicles in buildings ( and parking spaces attached to buildings)Purchase of new buildings 7.7 .",0
Acquisition and ownership of BRENNTAG SE is continuously working to reduce BRENNTAG SE own carbon footprint .,0
"In particular , through the Carbon Man -agement Programme which will be implemented in 2022 , BRENNTAG SE will increasingly purchase Taxonomy - eligible services or implement measures so that we can report higher values in the future .",1
"In addition , the influence that BRENNTAG SE has as a distributor should not be under -estimated .",0
"BRENNTAG SE see it as BRENNTAG SE responsibility to offer fair working conditions and an attractive , safe and inspirational working environment while encouraging BRENNTAG SE employees ’ personal and professional development in a targeted manner .",0
HUMAN RESOURCES STRATEGY AND MANAGEMENTWe have further developed BRENNTAG SE globally uniform HR strategy and determined the priorities for the coming years on the basis of BRENNTAG SE corporate strategy and BRENNTAG SE corporate values .,0
Flexible work -ing structures and digitalization are only a few of the other topics BRENNTAG SE aim to consistently focus on with in -creased intensity in the future .,1
BRENNTAG SE aim to achieve this,0
"placed involved launching corresponding initiatives , which BRENNTAG SE will explain in greater detail under the individual areas of focus below .",0
"In order to implement and manage BRENNTAG SE globally standardized HR processes , BRENNTAG SE use a global HR management system .",0
plemented will assist HR management and man - agers in HR management and man - agers roles and facilitate the ongoing develop - ment of BRENNTAG SE HR work .,0
"Following this clear trend , BRENNTAG SE expect to see virtual formats such as conducting the initial interview by vid -eo to become a fixed element of the overall process .",0
BRENNTAG SE place great importance on integrat -ing new employees successfully and training new employees on new employees new duties as part of a structured approach,0
"With BRENNTAG SE onboarding programme , BRENNTAG SE have defined a globally uniform minimum standard to ensure that newly hired employees and employees changing jobs within BRENNTAG SE quickly find newly hired employees and employees changing jobs within Brenntag way within Group and successfully integrate into newly hired employees and employees changing jobs within Brenntag new environment .",0
"Even before they begin they job at BRENNTAG SE , BRENNTAG SE offer new employees the opportunity to register on BRENNTAG SE HR portal and BRENNTAG SE actively support new employees during new employees first months of employment .",0
"BRENNTAG SE are currently working on other digital options , such as a virtual tour of BRENNTAG SE Group headquarters , the ‘ House of Elements ’",0
"In order to take advantage of new possibilities in HR , BRENNTAG SE have created various new learning modules for BRENNTAG SE employees :",0
"In order to foster internal careers and to ensure the emer -gence of a new generation of BRENNTAG SE managers and experts , BRENNTAG SE use a global concept for identifying high- potential employees .",0
"At BRENNTAG SE , BRENNTAG SE want to create a working environment where all employees can recognize and take advantage of the development op - portunities that exist at BRENNTAG SE .",1
"To increased , BRENNTAG SE offer target group - specific and individual measures and training at a global , regional and local level .",0
"By offering a comprehensive range of specific and inter -disciplinary training with presentations , videos and additional reference materials for self - learning , BRENNTAG SE fos -ter a culture of autonomous learning .",0
BRENNTAG SE will promote virtual learning to an even greater extent in the future .,1
BRENNTAG SE provide BRENNTAG SE employees with training in accordance with our employees duties in BRENNTAG SE and our employees personal development needs .,0
", BRENNTAG SEnew go - to - market approach was proven to work in practice : An international team con -sisting of employees from BRENNTAG SE worked on pivotal strategic plans for the commercial excellence and service excellence areas despite the tough conditions brought on by the COVID-19 pandemic and uncertainties in the supply chain .",0
BRENNTAG SE view a new three - part sales enablement programme as a viable way to generate growth for BRENNTAG SE.VOCATIONAL TRAINING AND INSTRUCTION :,0
"As a recog -nized training company , BRENNTAG SE offers an extensive range of training positions in a forward - looking indus - try in Germany , Austria and Switzerland .",0
"Via the dual education and training system , BRENNTAG SE are currently training almost 80 apprentices to become management assis -tants in wholesale and foreign trade , office managers , IT experts , management assistants in operations logis - tics , warehouse staff , laboratory technicians and process mechanics .",0
"BRENNTAG SE provide active support and assistance with regard to implementing the training plan , teaching the learning material and preparing the apprentices for the apprentices examinations .",0
BRENNTAG SE supplement the online programmes of vocational colleges with addi -tional learning material that BRENNTAG SE provide through the learning module in BRENNTAG SE HR portal .,0
"By providing appren - ticeships in various employment areas , BRENNTAG SE is able to target the next generation of qualified experts and offer attractive prospects and challenges to talented apprentices after talented apprentices complete talented apprentices training .",0
"EMPLOYEE COMMUNICATION AND INVOLVEMENTIn addition to development prospects , open communi -cation and an opportunity to play a part in shaping BRENNTAG SE are important aspects which help to promote employee motivation and loyalty .",0
BRENNTAG SEemployees are regularly kept informed of current issues and company matters through Brenntag ’s employees line managers and also through BRENNTAG SE internal print and online media .,0
BRENNTAG SE respects BRENNTAG SE employees ’ right to freedom of association and collective bargaining and will not pursue or tolerate any measures which could restrict its employees ’ right to freedom of association and collective bargaining .Regular and comprehensive communication with BRENNTAG SE employees is a key element of BRENNTAG SE culture .,0
"BRENNTAG SE conduct regular employee surveys and have set up a point of contact for BRENNTAG SE employees to direct our employees questions , comments and feedback on ‘ 02 BRENNTAG SE Sustainability Report ’",0
Great Place to Work consults and helps companies around the globe develop companies around the globe business and work culture .,0
Great Place to Work evaluates work cul -ture on the basis of anonymous employee surveys and reviews HR man - agement principles and practices .,0
"In all regions , BRENNTAG SE offer measures which are in line with lo -cal social systems , while frequently going beyond national practices and statutory requirements .",0
"In order to achieve increased , BRENNTAG SE promote an open and inclusive work culture that respects and acknowledges the benefits of a diverse range of perspectives .",0
"BRENNTAG SE foster BRENNTAG SE employees ’ talents and encourage our employees to come up with independent and innovative ideas and solutions , both in house and for BRENNTAG SE business partners .",0
BRENNTAG SE employs people from over 100 nations in 78 countries .,0
"BRENNTAG SE work around the globe in multinational , interdisciplinary teams .",0
"At BRENNTAG SE , BRENNTAG SE believe : Diversity must go hand in hand with equity .",1
"At BRENNTAG SE , BRENNTAG SE aim to help all employees achieve all employees best .",0
BRENNTAG SE do increased by promoting an inclusive work atmosphere that enables people to feel like part of the team and to interact without prejudice .,0
"When it comes to inclusion , BRENNTAG SE places a special emphasis on promoting the strengths and potential of employees with disabilities .",0
"Building on the work of BRENNTAG SE committee for diversity and inclusion , BRENNTAG SE want to make sure people with disabilities are optimally integrated in the team and create an atmosphere that puts people with and without disabilities on a level playing field .",1
Women in BRENNTAG SE Board of Management has set leadershipBrenntag SE ’s Board of Management the target of increasing the percentage of women at all levels of management to at least 30 % by 2030 .,1
The target for leadershipBrenntag SE ’s Board of Management has been raised to 20 % by 2026 .,0
"As a result , BRENNTAG SE support an additional 100 women.2 .",0
BRENNTAG SE aim to boost BRENNTAG SE ’s success with BRENNTAG SE new approach to work .,0
", BRENNTAG SE are currently working on a modified diver -sity management structure to ensure better promotion of diversity and inclusion in the future .",1
BRENNTAG SE is committed to equity for all employees and applicants .,1
"Under no circumstances will BRENNTAG SE discriminate against employees , business partners or third parties .",0
"Equally , BRENNTAG SE expects all of BRENNTAG SE employees to fully subscribe to this principle , not to discriminate against all of its employees colleagues and to treat one another with respect .",0
"BRENNTAG SE does not tolerate any form of discrimination , harassment or bullying in the work -place .",0
BRENNTAG SE offer a competitive remuneration and benefits pack -age .,0
"both defined benefit and defined contribution pension plans for the employees of the Brenntag Group vary depending on the legal , tax and economic circumstances in the individual coun - tries and the employees of the Brenntag Group years of service with the company and pay grade .",0
"Worldwide , BRENNTAG SE operate in accordance with the “ Safety First ” principle .",0
BRENNTAG SE are bound by the highest standards in the industry and adopt policies which often exceed statu -tory requirements .,0
BRENNTAG SE are working continuously to further improve safety within BRENNTAG SE .,0
BRENNTAG SE are also committed to the concept of ongoing improvement when formulating new targets in relation to safety .,0
"In terms of BRENNTAG SE new strategy , BRENNTAG SE have defined short- , medium- and long - term safety targets .",0
"2 By 2025 , BRENNTAG SE aim to have reduced the num - ber of incidents with releases to less than 0.7 / MMH 3 .",1
"With regard to the BRENNTAG SE accident rate , BRENNTAG SE aim to re - duce the Total Recordable Injury Rate ( TRIR ) to below 2.0 by 2025 .",1
"Since 2020 , BRENNTAG SE have worked to implement a centralized structure to increase QSHE performance in compliance with BRENNTAG SE new ESG strategy without disregarding the need for regional differences .",0
"In order to meet the requirements of BRENNTAG SEincreas - ingly centralized strategy , BRENNTAG SE have created a number of new positions to accompany the crisis : As pre -viously reported , BRENNTAG SE established the position of Vice President Global QSHE at the start of 2021 .",0
"Through .An internal online portal ‘ ShareON ’ , BRENNTAG SE commits BRENNTAG SE to the safe and responsible handling of chemical substances and solutions .",0
BRENNTAG SE manages QSHE data in various databases at regional level that are forwarded to BRENNTAG SE cen - tral QSHE department .,0
BRENNTAG SE has implemented various management sys -tems in order to ensure BRENNTAG SE compliance with applicable standards .,0
"However , many of the requirements relevant to BRENNTAG SE are already covered under the Respon -sible Distribution programme of the National Association of Chemical Distributors ( NACD ) .",0
BRENNTAG SE have focused on AIPSM since the start of 2021 and made significant headway in 2021 as a result .,0
"In addition to training modules , BRENNTAG SE have also promoted employee activities for mutual exchanges of experience and knowledge in this kind of spillage in a targeted manner .",0
BRENNTAG SE have currently achieved 97 % of BRENNTAG SE goal to implement management systems that also include process safety standards at all operational BRENNTAG SE sites in the regions by the start of 2021 .,0
importance of process safety at BRENNTAG SE is demon -strated by the fact that BRENNTAG SE set BRENNTAG SE a strategic target with a medium - term outlook for spillages for the first time in 2021 .,0
BRENNTAG SE will continue to systematically increase the target of reducing the number of spillages with volumes exceeding 200 litres by 15 % in comparison to 2020 from 2021 in 2022 and onwards to 2025 .,1
"With a 43 % reduction in 2021 , BRENNTAG SE have greatly exceeded BRENNTAG SE requirements and expect this trend to continue into subsequent years .",0
"By introducing a new indicator to measure and report spillages per million man - hours ( MMH ) from 2020 on -wards , BRENNTAG SE aim to make it easier to compare targets in the future .",0
"By 2020 , BRENNTAG SE hope to reduce the number of events involving spillages to less than 0.7 / MMH .",1
"hoursFor internal purposes , BRENNTAG SE determines comparable key indicators that also take into account spillages during loading / unloading at customer / supplier sites and during transport .",0
"To this end , BRENNTAG SE will use process status reports for the relevant sites in order to outline the scope and maintenance status of the safety - critical equipment defined as a key indicator above .",0
A misload occurs when BRENNTAG SE or a service provider operating on behalf of BRENNTAG SE delivers an incorrect product or a product in the incorrect packaging or a product to the incorrect location .,0
BRENNTAG SE create product dossiers and safety instructions and ensure disposal .,0
BRENNTAG SE act in accordance with the applicable standards and regulations and also cooperate closely with the industry ’s national and regional umbrella associations of which BRENNTAG SE national organizations are members .,0
"For many years now , BRENNTAG SE has taken part in the Responsible Care / Responsible Distribution ( RC / RD ) programme of the In -ternational Chemical Trade Association ( ICTA ) .",0
"As such , BRENNTAG SE implement the eight guiding principles laid down in the Responsible Care / Responsible Distribution ( RC / RD ) programme of the In -ternational Chemical Trade Association ( ICTA covering the following areas : Legal requirements Management of risk Policies and documentation Provision of information Training Emergency response Ongoing improvements Community interactionThe",0
BRENNTAG SE has also specified that all operating companies join our ‘ Pro -ject Brenntag ’ transformation programme .,0
"Due to the fact that an RC / RD programme is not offered by national organizations in every country in which BRENNTAG SE operates , pro -grammes have been developed and existing processes optimized in the individual regions to verify internally that the guidelines in force in the relevant countries are adhered to .",0
"As a distributor of chemicals , BRENNTAG SE operates in a complex regulatory environment .",0
"Our trans -national teams – consisting of a network of experienced QSHE and regulatory specialists – work closely with manage - ment to ensure that BRENNTAG SE complies professionally , fully and efficiently with the numerous regulatory re -quirements .",0
BRENNTAG SE strives to be a fair and safe employer .,1
Since 2002 BRENNTAG SE has been participating in the chemical industry ’s “ Responsible Care ” programme .,0
"Since 2021 , BRENNTAG SE have expanded BRENNTAG SE e - learning database in BRENNTAG SE glob -al HR portal to include a section with extensive training material on the In -ternational Chemical Trade Association ( ICTA .",0
"In 2020 , BRENNTAG SE hope to further reduce TRIR to 2.7 , and reduce the rate to below 2.0 by 2030 .",1
"BRENNTAG SE are committed to continuing with the positive trend for three components : a fixed annual base salary , a short - term var -iable annual bonus and long - term variable remuneration .The",0
BRENNTAG SE must continue working on preventing direct contact with chemicals .,0
"BRENNTAG SE Group - wide “ Zero Tolerance to Chemical Exposures ” programme , launched at the start of 2021 , is one example of how BRENNTAG SE can tackle the issue of data protection .",0
BRENNTAG SE will continue conducting campaigns at various levels to reduce slips / trips / fall .,0
"With a view to the development of the number of accidents , BRENNTAG SE are continuously working on further improving BRENNTAG SE safety culture .",0
"According to the findings of the last survey , the par -ticipants believe that the safety culture at BRENNTAG SE is at a high level overall .",0
the Board of Management grants Using action plans in two cate -gories each year :,0
How did BRENNTAG SE achieve reported ?,0
high standards BRENNTAG SE pursues in relation to process safety throughout BRENNTAG SE also need to be observed and implemented at companies newly acquired and integrated into BRENNTAG SE by BRENNTAG SE .,0
"With preventing in mind , BRENNTAG SE invests in infrastructure and equipment while promoting education to prevent potential accident risks .",0
A multi - year comparison of the relevant key figures with the example of a 2016 acquisition in North Amer -ica highlights the positive development of successfully implemented integration measures :,0
", BRENNTAG SE serves as an important link between the manufacturers of chemical products and the companies that process chemical products .",0
BRENNTAG SE maintain a close and ongoing dialogue with BRENNTAG SE suppliers and cus - tomers through BRENNTAG SE regional and global procurement and distribution organizations as well as BRENNTAG SE QSHE structures .,0
"BRENNTAG SE purchasing units have over 1,000 employees globally , including local and regional procurement teams , specialists in sourcing chemical products from Asia , and product managers for specific chemicals and customer industries .",0
"For increased , BRENNTAG SE maintains regular , close communication with BRENNTAG SE suppliers .",0
"As a result , BRENNTAG SE have set another objective , which BRENNTAG SE have adjusted to match past experience in the previous year : By the start of 2021 , BRENNTAG SE want 55 % ( 70 % in the previous year ) of BRENNTAG SE suppliers undergoing reassessment to have im - proved 55 % ( 70 % in previous year ) of our suppliers undergoing reassessment score by at least one point compared to 55 % ( 70 % in previous year ) of our suppliers undergoing reassessment previous assessment .",0
"a dedicated project team consists of represent -atives from the purchasing units of the four regions in which BRENNTAG SE operates , the Brenntag Global Sourcing Organization and Brenntag ’s compliance organization .",0
"As part of the joint work done by a dedicated project team , regular detailed discussions take place between a dedicated project team and the purchasing units of the four regions in which Brenntag operates , the Brenntag Global Sourcing Organization and Brenntag ’s sustainability team .",0
"After the introduction of new internal processes to con -trol sustainability criteria for our Essen headquarters in 2020 , BRENNTAG SE will increase BRENNTAG SE focus on the sustainabili -ty performance of BRENNTAG SE suppliers in the future , including strategically .",0
BRENNTAG SE aim to include and review all suppliers in an internal risk management system by 2025 at the latest .,1
Employees from our Essen headquarters will join A new project team lead by Compli - ance starting in 2022 .,0
"As part of BRENNTAG SE “ BRENNTAG SE ” vision , BRENNTAG SE want to ensure that hu -man rights are seamlessly upheld in BRENNTAG SE supply chain and living wages are paid .",1
BRENNTAG SE has drawn up a global online training module on the Code of Business Conduct and Ethics for all employees which was continued in the reporting year .,0
"To encourage greater compliance with 02 BRENNTAG SE Sustainability Report , BRENNTAG SE want to di - rectly call on BRENNTAG SE suppliers to actively recognize the Definition of BRENNTAG SEexpectations towards BRENNTAG SE suppliers Voluntary assessment by EcoVadisResults of BRENNTAG SEsupplier assessments and auditsResults of supplier assessments and audits conducted by other Asia Pacific membersRating of BRENNTAG SE sustainability performanceSUPPLIERSCUSTOMERSSupplier Code of ConductSustainability assessments by the international rating agency EcoVadis EcoVadisOn - site audits by external audit firmsResult of BRENNTAG SE the international rating agency EcoVadis assessments Activities within the scope of Asia Pacific membershipNFB The Supplier Code of Conduct is available on the reporting year .",0
"In order to verify compliance with 02 BRENNTAG SE Sustainability Report , BRENNTAG SE invite selected suppliers to undergo a sustainability assessment or audit .",0
"This process , in particular the conducting of reassess - ments , is a requirement for ensuring that a company can be added to the group of “ key suppliers ” with which BRENNTAG SE cooperates on a regular and long - term basis .",0
"Within the scope of BRENNTAG SE membership of the “ Together for Sustain - ability ” industry initiative , BRENNTAG SE requires a number of BRENNTAG SE suppliers to undergo sustainability assessments every year .",0
"BRENNTAG SE work together with BRENNTAG SE , as QSHE does , which is a leading provider of sustainability assessments and is well established in the chemical industry .",0
"Based on the responses provided by companies in a comprehen - sive online questionnaire and on companies accompanying documentation , BRENNTAG SE awards scoring points and creates a detailed profile of strengths and weaknesses .",0
"Depending on suppliers which represent some 71 % of our total chemical spend performance , BRENNTAG SE requests that suppliers which represent some 71 % of our total chemical spend take corrective measures ( cor -rective action plan ) or BRENNTAG SE arranges a supplementary audit .",0
BRENNTAG SE are able to obtain a more accurate insight into regional sustainability performance by performing on - site supplier sustaina - bility audits .,0
BRENNTAG SE reviews BRENNTAG SE suppliers ’ audit results .,0
"If necessary , BRENNTAG SE agrees on corrective meas -ures with its suppliers and the auditor and follows up on corrective meas -ures implementation .",0
BRENNTAG SE has registered an increasing demand for infor -mation on how BRENNTAG SE deal with sustainability issues – par -ticularly on the part of BRENNTAG SE customers .,0
BRENNTAG SE are regularly asked to document BRENNTAG SE sustainability performance .,0
BRENNTAG SE are pleased to respond to these needs by making BRENNTAG SE principles and activities transparent and measurable in various ways .,0
EcoVadis score : BRENNTAG SE has previously undergone sev - eral EcoVadis assessments .,0
"As a distributor , BRENNTAG SE plays a major role in safeguarding the seamless flow of information along the supply chain and must ensure complete prod - uct documentation .",0
BRENNTAG SE have consequently contributed to greater transparen -cy and safety in the supply chain .,0
TOGETHER FOR SUSTAINABILITYBrenntag has been involved in the chemical industry ’s “ Together for Sustainability ” initiative ( TfS ) since Octo - ber 2014 .,0
"Since 2016 , BRENNTAG SE have been working continuously at BRENNTAG SE to use the findings BRENNTAG SE have obtained to improve BRENNTAG SE sup -pliers ’ sustainability performance .",0
BRENNTAG SE involvement with BRENNTAG SE provides BRENNTAG SE with an opportunity to advance the issue of “ sustainability within the chemical industry supply chain ” and to learn from the best - practice experiences of Capex and Opex .,0
"As a member , BRENNTAG SE has a seat and voting rights at the general assembly , the top deci -sion - making body of TfS.",0
"BRENNTAG SE see BRENNTAG SE as part of the community , as a ‘ corporate citizen ’ ; BRENNTAG SE main - tain a lively dialogue and aim to contribute to a positive social environment .",0
"BRENNTAG SE work closely with local commu -nities , as demonstrated by BRENNTAG SE commitment to educating and training local emergency services on how to respond to chemical accidents .",0
"examined has helped to foster a strong communal spirit among the emergency forces and a close relationship with the local authorities , as examined gives All employees the opportunity to experience first - hand the vital importance of safety in the work BRENNTAG SE do at BRENNTAG",0
"Above all , BRENNTAG SE want to promote future talent in the chemical industry and work to ensure that the important contribution the chemical industry can offer the general public is visible and acknowledged .",1
"In this context , BRENNTAG SE are working on guaranteeing a highly qualified future workforce for the chemical industry .",1
"In North America , BRENNTAG SE has supported the work of the Chemical Educational Foundation ( CEF ) for many years .",0
the Responsible Care audit EMEA enables BRENNTAG SE to enhance the practical focus of the applied study course .,0
"To achieve enhance , BRENNTAG SE employees give specialist presentations in lectures , for example , or BRENNTAG SE make case studies available or facilitate excursions for our global community to BRENNTAG SElogistics sites .",0
"In order to help achieve a right to clean drinking water and comprehensive sanitation , at BRENNTAG SE , BRENNTAG SE apply BRENNTAG SE expert knowledge and experience in products that are crucial for purifying and treating water .",0
"From a global perspective , the need for water is extraordinarily high , which is why BRENNTAG SE has joined the charitable organization Water For People ( WFP ) to address the need for water .",0
"BRENNTAG SE supports the charitable organization Water For People ( WFP ) financially , with donations and , above all , voluntary work from BRENNTAG SE employ -ees .",0
BRENNTAG SEaims to provide assistance exactly where assistance is needed .,0
"Because BRENNTAG SE pursues many different ac -tivities , only a small number are listed here .",0
"At BRENNTAG SE , BRENNTAG SE demonstrate BRENNTAG SE commitment to diversity , equal treatment and inclusion in many different ways .",0
"For example , BRENNTAG SE is a member of the Valuable 500 , a global business collective recognised by the UN con -sisting of around 500 CEOs and around 500 CEOs companies , who work together to stand up for the inclusion of people with disabilities .",0
BRENNTAG SE support the call for greater commit -ment to and awareness of the issue of data protection .,0
"In 2021 , BRENNTAG SE have continued to introduce new measures at BRENNTAG SE to help fight the COVID-19 pandemic .",0
"“ In recent years BRENNTAG SE have worked closely with SASB to find sustainable ways to ensure clean water reaches people in need , ” explains www.waterforpeople.orgErin Sedlak , Sustainability Manager , .",0
BRENNTAG SE are pleased with the re - sults : all sustainability ratings that are relevant to BRENNTAG SE are above the industry average .,0
MEMBERSHIPSBrenntag is a member of a wide variety of initiatives and thus promotes organizations and associations that work on behalf of our planet and society .,0
THIS REPORTREPORT PROFILEReporting principlesWith 02 BRENNTAG SE Sustainability Report 2020 BRENNTAG SE publishes BRENNTAG SE ninth Sustainability Report . BRENNTAG SE reports on BRENNTAG SE sustainability activities every year .,0
"2021 , BRENNTAG SE are reporting in accordance with the Sustainability Accounting Standards Board ( SASB ) for the first time .",0
"As there is no specific standard for chemical distrib - utors , BRENNTAG SE have based BRENNTAG SE both on the the Sustainability Accounting Standards Board ( SASB ) “ Chemicals ” standard and the SASB “ Road transpor -tation ” standard , and report selected key figures .",0
"To provide a structured pres -entation of The content in this report marked with a blue line and the acronym NFB , BRENNTAG SE has used the stand - ards of the Global Reporting Initiative ( GRI ) as a framework .",0
"In order to determine the material topics for The Quimilog site in Brazil , BRENNTAG SE has adhered to the definition of Section 289c , para . 3 , sentence 1 of the German Com -mercial Code ( HGB ) .",0
", BRENNTAG SE have closely looked at the material topics for the NFB and confirmed that the material topics for the NFB remain material in cooperation with the Board of Management .",0
BRENNTAG SE have reported on the social activities and wide - ranging involvement of BRENNTAG SE employees in the Community chapter on page 61 .,0
"In addition to the aspects covered by the law , BRENNTAG SE has identified “ Responsibility in the supply chain ” as being material for BRENNTAG SE within the meaning of the law .",0
"As the market leader in chemical distribution , BRENNTAG SE believe BRENNTAG SE have a responsibility to reduce negative effects with regard to the non - financial aspects within par -ticular and to strengthen positive effects .",1
"ourselves short - term goals for safety , climate protection , sustainable pro -curement and ratings in 2021 derive from BRENNTAG SEexisting management and data- recording systems and from company documents and have been obtained from the operational units of BRENNTAG SEregions as well as the responsible corporate departments .",0
"For topics that are not covered by The relevant GRI standards covered by each topic , BRENNTAG SE have referred directly to the corresponding management ap -proaches in 02 BRENNTAG SE Sustainability Report and , if necessary , to BRENNTAG SE website as an additional source of information .",0
"To BRENNTAG SE TAXONOMY have performed a limited assurance engagement on its ninth Sustainability Report Essenfor the period from 1 January to 31 December 2021 ( hereinafter the "" Separate Non - financial Group Report"").Not subject to a limited assurance engagement on the separate non - financial group report of Brenntag SE , Essen , ( hereinafter the “ Company ” ) for the period from 1 January to 31 December 2021 are the external sources of documentation or expert opinions mentioned in a global online training module on the Code of Business Conduct and Ethics for all employees which was continued in the reporting year .",0
Independence and Quality Control of BRENNTAG SE have complied with the German professional provi -sions regarding independence as well as other ethical requirements .,0
"BRENNTAG SE applies the national legal requirements and professional standards – in particular the Professional Code for German Public Auditors and German Chartered Auditors ( “ Berufssatzung für Wirtschaftsprüfer und verei -digte Buchprüfer ” : “ BS WP / vBP ” ) as well as the Stand -ard on Quality Control 1 published by the Institut der Wirtschaftsprüfer ( Institute of Public Auditors in the USA ; IDW ): Requirements to quality control for audit firms ( IDW Qualitätssicherungsstandard 1 : Anforderungen an die Qualitätssicherung in der Wirtschaftsprüferpraxis – IDW QS 1 ) – and accordingly maintains a comprehensive sys - tem of quality control including documented policies and procedures regarding compliance with ethical require -ments , professional standards and applicable legal and regulatory requirements . 1",0
"PricewaterhouseCoopers GmbH has performed a limited assurance engagement on the German version of a global online training module on the Code of Business Conduct and Ethics for all employees which was continued in the reporting year and issued an independent assurance report in Asia , which is authoritative .",0
"International Standard on Assurance Engagements requires that BRENNTAG SE plan and perform the assurance engagement to obtain limited assurance about whether any matters have come to BRENNTAG SE attention that cause BRENNTAG SE to believe that a global online training module on the Code of Business Conduct and Ethics for all employees which was continued in the reporting year , other than the external sources of documentation or expert opinions mentioned in BRENNTAG SE , are not prepared , in all material respects , in accordance with § § 315c in conjunction with 289c to 289e HGB and the EU Taxono -my Regulation and the Delegated Acts issued thereunder as well as the interpretation by the executive directors disclosed in section “ EU Taxonomy ” of a global online training module on the Code of Business Conduct and Ethics for all employees which was continued in the reporting year",0
"Board Review , BRENNTAG SE have , amongst other things , performed the following assurance procedures and other activities : Obtaining an understanding of the structure of the sustainability organization and of the stakeholder engagement Inquiries of personnel involved in the preparation of a global online training module on the Code of Business Conduct and Ethics for all employees which was continued in the reporting year regarding the preparation process , the internal control system relating to the preparation process and selected disclosures in a global online training module on the Code of Business Conduct and Ethics for all employees which was continued in the reporting year",0
BRENNTAG SE do not accept any responsibility to third parties .,0
"Collective bargaining agreements Due to BRENNTAG SE large number of international locations and the broad range of labour regulations applicable to these locations , Brenntag does not record this data in a consolidated Group - wide format.3102",0
BRENNTAG SE reports the total number and ratio of new employees as well as the totalnumber and ratio of employee turnover by region.6401 - 2 Benefits provided to full - time employees that are not provided to temporary or part - time employeesSR : p. 41–43,0
"Minimum notice periods regarding operational changes BRENNTAG SE informs BRENNTAG SE employees of impending operational changes at an early stage and comprehensively , while complying with applicable national and international notification periods.3GRI 403 : Occupational Health and Safety 2018GRI 103 : Management Approach 2016 ( including GRI ) SR : p. 47–49 , 52–55403 - 1",0
BRENNTAG SE pursues a decentralized approach .,0
"Programs for upgrading employee skills and transition assistance programs SR : p. 37–40 BRENNTAG SE offers BRENNTAG SE employees target group - specific and individual measures and trainingat a global , regional and local level and provides its employees either in conventional eventsattended in person or through online training events .",0
BRENNTAG SE reports on the total number of confirmed compliance incidents .,0
"For confidenti -ality reasons , BRENNTAG SE do not disclose the exact number of complaints by type .",0
"Accordingly , BRENNTAG SE do not explicitly report the number of complaints relating to discrimination.6GRI 407 : Freedom of Association and Collective Bargaining 2016 GRI 103 : Management Approach 2016 ( including GRI )",0
"As part of BRENNTAG SE TfS membership , BRENNTAG SE request that BRENNTAG SE suppliers undergo sustainabilityassessments , which also include a review of protection of the right of association andthe right to collective bargaining .",0
Security personnel trained in human rights policies or procedures BRENNTAG SE will review the relevance of this aspect .,0
SR : p. 20–22411 - 1 Incidents of violations involving rights of indigenous peoples TAXONOMY have not received any reports on incidents for the reporting year .,0
BRENNTAG SE does not systematically assess the impact of BRENNTAG SE community and social activities .,0
"Within the framework of the Board of Management QSHE Group guidelines , BRENNTAG SE has also specified processes and criteria for dealing with subcontractors that carry out construc -tion , repair and maintenance work at BRENNTAG SE locations .",0
"Substantiated complaints concerning breaches of customer privacy and losses of customer dataSR : p. 21 , 23 BRENNTAG SE reports on the total number of confirmed compliance incidents .",0
