sentence,label
"Deutsche Post AG employees are the backbone of Deutsche Post AG success Deutsche Post AG is one of the world ’s largest employers , with some 470,000 employees in more than 220 countries and territories around the world ’s .",0
ALLIANZ GROUP encourage all companies to implement the TCFD framework and have started doing so for ALLIANZ GROUP .,0
"In the road freight segment , the company are on track with several different initiatives , which include Green Freight Europe and Green Freight Asia .",0
"Through the measures Deutsche Post introduce , Deutsche Post aim to support the the UN Sustainable Development Goals of “ Quality Education ” ( SDG 4 ) and “ Decent Work and Economic Growth ” ( SDG 8) .",1
"LGBTI Network Deutsche Post DHL Group treat Deutsche Post DHL Group employees with dig nity and respect , regardless of our employees sexual orientation , gender identity or gender expression .",1
"In terms of measuring progress , ALLIANZ GROUP ambition is to achieve a step change in ALLIANZ GROUP global Net Promoter Score ( NPS ) performance , with 75 % of ALLIANZ GROUP business segments achieving above market average or a loyalty leader position by 2018.Customers ‚Äô trust in ALLIANZ GROUP is based on resilience , integrity , and competence .",1
"ALLIANZ GROUP supports the European Commission ‚Äôs digital strategy which includes efforts to update the European competition rules facing new digital competitors , finding a European approach to artificial intelligence and tackling challenges regarding data ethics .",0
European Social Dialogue Committee for the Postal Sector brings together employers and union representatives from the postal sector in European member states to discuss rel- evant issues – with due consideration given to social aspects .,0
"In that position of leadership Deutsche Post DHL Group initiated a process to sharpen the focus of Deutsche Post DHL Group corporate citizenship activities so that Deutsche Post DHL Group activities for meeting social needs , i.e. the social dimension of what Deutsche Post DHL Group do , are even more closely connected with Deutsche Post DHL Group core business goals , i.e. Deutsche Post DHL Group economic dimension .",1
"Deutsche Post DHL Group takes part in a nti wildlife trafficking initiatives , providing employees with workshops and training .",0
PHASING OUT COAL IN ALLIANZ GROUP INSURANCE PORTFOLIOSAllianz announced in May 2018 that ALLIANZ GROUP would no longer insure single site / standalone coal fired power plants or mines whether in operation or being planned .,1
"Deutsche Bank want Deutsche Bank employees to be healthy , engaged , and satisfied so that our employees do our employees best work and enjoy our employees lives in and outside the workplace .",1
Percentage of new suppliers that were screened using environmental BRENNTAGWE aims to analyze 50 % of BRENNTAGWE total chemical spend ( in EUR ) with sustain -ability assessments or audits by 2020 .,1
Deutsche Post DHL Group handle customer complaints as quickly as possible and use customer complaints as motivation for optimizing Deutsche Post DHL Group processes and substantially i m proving Deutsche Post DHL Group customer service .,1
Deutsche Post DHL Group goal is to become the benchmark for responsible business – our CR strategy “ Living Responsibility ” will help Deutsche Post DHL Group achieve become .,1
OUR strive to offer fair and competitive compensation packages in all of the markets OUR serve .,1
BRENNTAGWE is one of the world ’s leading distributors of AdBlue ® .,0
Establish partnership with the Teach For All partner organization Ensina ! in Brazil.2012 the Teach For All partner organization Ensina is no longer an official partner in the Teach For All network .,0
Deutsche Bank is committed to integrating GDP ) further into Deutsche Bankexisting governance structures .,1
Deutsche Post DHL Group have deployed 100 v olunteer coordinators across Germany to act as local contact persons for employees and relief organizations .,0
"With Our UPstairs scholarship program , GOHELP , GOTEACH & EMPLOYEE COMMUNITY INVOLVEMENT help advance disaster management practices at airports in disaster prone regions .",1
Deutsche Post DHL Group are also developing Deutsche Post DHL Group health promotion system further . Additional health insurance benefits,1
Deutsche Bank are committed to raising private debt capital that provides long- term financing to microenterprises and SMEs .,0
The scale of the problem Deutsche Post DHL Group are facing is mind boggling so Deutsche Post DHL Group need all the help Deutsche Post DHL Group can get to mitigate the problem we are facing .,0
"Allianz Global Investors track work related stress through the Allianz Group Work Well index ( WWi ¬Æ ) , a scientifically validated tool introduced in 2015 that measures work related psychosocial stress .",0
Deutsche Post DHL Group provide online training to educate employees about A sustainable collective wa ge agreement ; online training to educate employees about the Code of Conduct is currently available in 21 diff erent languages .P,0
"In Deutsche Post dealings with the public , Deutsche Post build trust through open ness and transparency .",1
"Now Deutsche Post DHL Group want to get numerous health related programs and opportunities , including an on the job back check , nutritional counseling , or classes in yoga and Tai Chi established and promoted throughout Deutsche Post DHL Group global organization .",1
"Allianz Global Investors offer sustainable strategies across equities , fixed income and multi asset .",0
"To facilitate dialogue between the Executive Board and employees , Continental A G use worldwide video conferences ( three to four times a year ) , Continental A G internal social network , letters from the Executive Board on the occasion of recent events , the quarterly comments on key financial figures and town hall meetings at Continental A G locations .",0
Managing financial crime our Management Board is ultimately responsible for the management and mitigation of financial crime riskswithin our .,0
Deutsche Post have successfully developed and implemented a wide range of programs and activities that are specifically tailored to the needs of the young people in Deutsche Post different partner countries .,0
"In addition to reducing Deutsche Post DHL Group greenhouse gas emissions and i m proving energy efficiency , Deutsche Post DHL Group are also intent on reducing noise pollution .",1
"Accordingly , BRENNTAGWE do not explicitly report the number of complaints relating to discrimination.6GRI 407 : Freedom of Association and Collective Bargaining 2016407 - 1 Operations and suppliers in which the right to freedom of association and collective bargaining may be at riskSR : p. 10–11 , 36–39 , 44",0
"In addition , Continental AG will meet Continental AG social comm itments based on Continental AG company values by offering employees ‚Äì where necessary and feasible ‚Äì prospects in other companies within the corporate network , including through an internal job market , within the scope of the general legal framework . Key figures fo r good working conditions 2019 2018 OUR BASICS Live Sustainable Engagement in % 81 80",0
", Brenntag AG plays a key role within the chemical industry ’s supply and value chain .",0
"For this reason , Continental AG have been promoting various initiatives for competitive and recreational sports for many years .",0
Continental AG need the creative ideas of our diverse employees .,0
ALLIANZ GROUP is a board member of PSI and Thematic Advisor on Climate Change of the Investment Committee of UNEP FI.Through,0
Only by working together can Deutsche Post DHL Group build a future that combines so cial and environmental responsibility with business success .,1
"Continental AG has had a new organizational structure since January 1 , 2019 , in order to actively shape the mobility of the future .",0
ALLIANZ GROUP aims to incorporate ESG criteria across the investment value chain to deliver better investment outcomes and competitive returns for clients .,1
Natural resources Deutsche Post have committed to the exclusive purchase and use of recycled paper products in accordance with Deutsche Post Group wide Paper Policy .,1
"At the same time the company look to collaborate with customers , suppliers , financial institutions , the scientific community , logistics initiatives , public institutions on the national and international level , as well as with many other stakeholder groups .",1
Deutsche Post DHL Group are setting the standard for the future of the transport sector and doing Deutsche Post DHL Group part to help the world commu nity reach the world commu nity goal of limiting global warming to less than two degrees Celsius . “,1
"ALLIANZ GROUP are engaging with insurers , reinsurers , brokers , academics and regulators to identify the ESG risks that are most material to different insurance lines .",0
"Deutsche Bank want to foster an environment that is open and diverse , where staff opinions and ‚Äú speaking up ‚Äù are valued , and Deutsche Bank employees ‚Äô and Deutsche Bank success is built on respect , collaboration , and teamwork in serving Deutsche Bank clients , stakeholders , and communities .",1
"To charges , Brenntag AG is current -ly reviewing the possibility of further measures within in Brenntag AG various business segments .",0
DHL Express aim to provide reliable systems for Deutsche Post DHL Group and for DHL Express partners at all times in order to ensure that DHL Express can all continue to operate undisturbed .,1
LEGALLY COMPLIANT & VALUE ORIENTED Compliance Management at OUR follows an approach that is simultaneously value- and risk- oriented .,1
Deutsche Post DHL Group intend to use Deutsche Post DHL Group in novations in m ultifaceted wa ys to create added value for Deutsche Post DHL Group customers .,1
"Within A Corporate Sustainability Council , Continental AG is prioritizing a combined approach , which involves extending the worldwide emissions trading system and at the same time investing the money acquired through extending in the expansion of broadband technology to improve energy efficiency and reduce emissions .",0
"From 2021 , BRENNTAG SE will set a target for the total recordable injury rate ( TRIR ) .",1
"For 2020 , ALLIANZ GROUP aim to set public long term and intermediary climate targets for ALLIANZ GROUP proprietary investments and business operations in line with the Paris Agreement goal to limit global warming to 1.5 ¬∞ C .",1
"Educating young people about the benefits of fresh food HelloFresh changes the way people eat , so many of HelloFresh social engagement efforts help kids in our communities to understand and appreciate where kids in our communities food comes from .",1
Opti- mizing our routes and modernizing our air and road vehicle fleets are just two of the ways DHL Express do mizing .,1
"■ Deutsche Post prepare airports in disaster prone regions so that airports in disaster prone regions are able to respond effectively in the event of an actual disaster , and deploy teams to provide logistics support when disaster does strike . ■ Deutsche Post promote educational opportunity and employability for young people from disadvantaged socio economic backgrounds . ■ Deutsche Post support local environmental and community projects initiated by Deutsche Post employees together with partner organi zations . ■ Deutsche Post are actively involved in efforts to integrate refugees both socially and economically in Germany and other host countries .",1
"For example , Deutsche Bank advocate the creation of an effective data economy , which Deutsche Bank believe requires a cross -sectoral framework for data access based on client consent and standard formats and timing .",1
"Continental A G provides the relevant information , which can also be accessed online by Continental A G customers .",0
"As a company , Continental AG are a part of society .",0
", BRENNTAG SE are currently working on a modified diver -sity management structure to ensure better promotion of diversity and inclusion in the future .",1
Deutsche Post AG commitment to green electricity as well as favorable weather conditions helped Deutsche Post AG achieve further emissions reductions in Deutsche Post AG buildings and facilities .,0
"With this broad based , high quality progr am , Deutsche Post DHL Group give participants – meaning employees worldwide – specialist knowledge and show participants – meaning employees worldwide the importance of the role participants – meaning employees worldwide play in the company as a whole .«Deutsche P ost DHL Gr oup Corpor ate Responsibility Report 2015 EMPLO YEES & WORKPLA CE 67cross divisional basis to enable enhanced HR a nalytics .",1
"BRENNTAG SE aim to notify BRENNTAG SE various target groups promptly and appropriately regarding developments at BRENNTAG SE and BRENNTAG SE objectives , thus enabling BRENNTAG SE stakeholders to obtain a comprehensive picture of BRENNTAG SE and BRENNTAG SE business activities .",1
The highest management and control bodies of Continental A G are continuously informed about anti corruption measures and pro cedures .,0
LOOKING AHEAD ALLIANZ GROUP will develop ALLIANZ GROUP supplier portfolio and strategy using supplier sustainability footprint as a criteria .,0
", ALLIANZ GROUP is constantly working on further improving health and wellbeing for ALLIANZ GROUP employees , especially with regards to work related stress , which has become one of the key health related challenges facing todays workforce , especially those in service oriented , desk based jobs .",1
"Deutsche Post DHL Group are also developing the Human Resources board department wide platforms and processes to drive collaboration , for example , for operational processes and for developing Deutsche Post DHL Group management level employees .",1
"the Group Underwriting Committee consists of Members of SOS Children ‚Äôs Villages International , the Group Chief Risk Officer , Chief Underwriting Officers , and other executives of ALLIANZ GROUP .",0
"To achieve this , the company apply a 6 Step Approach to its pilot project “ Carbon Free Delivery in Bonn ” in May 2013 .",0
Deutsche Post AG will analyze the survey results in detail and use the survey results to develop suitable measures for Deutsche Post AG work .,0
"Express are therefore committed to excellence when it comes to human resources management , leveraging the potential of Express employees worldwide , giving our employees worldwide the opportunity to develop and grow , and recruiting the right candidates to fill open positions .",1
"OUR pursue a global HR marketing strategy , but one which also accounts for cultural and country specific variations .",1
OUR are considered a desirable employer around the world ’s and want to continue to build on this reputation .,1
"The size of each icon indicates the level of impact ALLIANZ GROUP can have with ALLIANZ GROUP activities ; and‚Ä¢ data tables at the back of SUSTAINABILITY REPORT , which are referenced using a circle icon ( example : Table",1
DHL Express aspire to continually improve DHL Express service and DHL Express quality .,1
"As part of our CR strategy “ Living Responsibility ” , Deutsche Post DHL Group have set the ambitious goal of becoming a benchmark company for responsible business .",1
"By participating in the cli -mate rating initiative of the interna -tional organization CDP , worldwideBrenntag is aiming to enhance worldwideBrenntag energy report -ing using recognized standards .",1
"However , many of the require -ments relevant to BRENNTAG SE are already covered under the Responsible Distribu -tion Programme of the National Association of Chemical Distributors ( NACD ) .",0
"At the same time , Deutsche Post DHL Group wa nt to ensure that tremendous added value for the world economy is n’t compromised by any negative i m pacts Deutsche Post DHL Group transport activities have on the environment .",1
"Deutsche Post DHL Group are also expanding Deutsche Post DHL Group trainings for managers , designed to increase manager awareness and prepare managers for fulfilling managers responsibilities in the area of occupational safety .",1
DHL Express seek to bring DHL Express ER due diligence process into closer alignment with internationally recognized standards and plan to achieve external certification .,1
the central func -tions of Continental AG take on the functions required on a cross divisional basis to manage Continental AG > .,0
The support Deutsche Post DHL Group provide is always tailored to the needs and challenges of the individual countries and communities .,0
"All around the world , BRENNTAG SE aim to protect resources and use resources optimally , and to minimize the impact that BRENNTAG SE business activities have on the soil , water and air .",1
In the medium term Deutsche Post aim to achieve a consistent improvement in the approval rating across Deutsche Post .,1
"DHL Express expect Our managers to lead by example in both behavior and values , foster both the corporate culture and the principles of Deutsche Post DHL Group in everything Our managers do , and communicate ambitious goals for combining sustainability with business success to DHL Express business partners .",1
"As a German stock corporation , Continental AG has a dual management system characterized by a strict personnel division between the Executive Board ( management ) and the Superv isory Board ( control ) .",0
the entire Board of Management of Daimler AG is represented in 15 countries .,0
"RESPONSIBLE CORPORATE BEHAVIOUR is part of the industry leader in safety , growth and profitabilitybrand promise and self - image .",0
"management process & materiality analysisPwC Deutsche Post DHL Group goal is to become a b enchmark company for responsible business ; to do become , Deutsche Post DHL Group wa nt to continually i m prove Deutsche Post DHL Group CR p erformance in a wa y that can be quantified and communicated clearly and transparently .",1
"If the ratio of women is less than 30 % at the time a target quota of women on the Executive Board is set , the target must not subsequently fall below the ratio achieved .",0
"Deutsche Post DHL Group – Corporate Responsibility Report 2016 MISSION 2050 : ZERO EMISSIONS “ As a global company , DHL Express have a special responsibility to the environment and need to set an example .",1
"In the fields of development and production , Continental AG work to the highest standards in order to minimize the negative impact of Continental AG production activities and products on health and the environment as far as possible .",1
"For this purpos e , Continental A G rely on a management sys tem that meets the OHSAS 18001 for Occupational Health and Safety Management .",0
Deutsche Post DHL Group will also be working to intensify employee engagement .,1
"Deutsche Bank need to preserve the confidentiality , integrity , and availability of Deutsche Bank clients ‚Äô and business partners ‚Äô data and Deutsche Bank information assets to retain stakeholder trust .",1
"n To ensure that DHL Express IT systems are constantly available , DHL Express design our IT systems to protect against complete system fail ures and operate data centers at different geographical locations around the world ’s .",1
"LOOKING AHEADIn 2018 , ALLIANZ GROUP will roll out a further enhanced compliance assurance approach that will include baseline reviews to fast track compliance onboarding of newly acquired entities , risk based targeted reviews of existing entities , and key control testing .",1
How do Deutsche Post DHL Group plan do to that ?,1
"In line with ALLIANZ GROUP commitment , ALLIANZ GROUP works towards reducing GHG emissions of ALLIANZ GROUP real estate portfolio to net zero by 2050 .",1
Deutsche Post DHL Group are particularly proud of receiving Deutsche Post DHL Group first awards for Deutsche Post DHL Group commitment to equal opportunity and diversity .,0
Since 2002 BRENNTAG SE has been participating in the chemical industry ’s “ Responsible Care ” programme .,0
"To un derscore the significance of green solutions , Deutsche Post DHL Group have made green logistics solutions an integral part of ourcorporate strategy .",0
"Every year , Corporate Internal Audit develops a risk based audit plan covering all divisions and functions , building on Corporate Internal Audit own risk analyses to do so .",0
OUR promote inclusion in the workplace and strictly oppose any form of discrimination .,1
"prevailing national laws and regulations include : n Internationally accepted anti corruption standards and principles , such as those laid down in the United Nations Global Compact n Applicable anti corruption and bribery laws , such as the US Foreign Corrupt Practices Act ( FCPA ) and the UK Bribery Act DHL Express also adhere to the principles laid down in the World Economic Forum ’s Partnering Against Corruption Initia tive ( PACI ) .",0
"Deutsche Post DHL Group goal is to make a “ Safety First ” culture across Deutsche Post DHL Group universally relevant for all employees ; Deutsche Post DHL Group aim to work together to identify and raise awareness of potential health and safety risks , and to define and implement appropriate measures to improve risk management .",1
"As specified in worldwideBrenntag sustainability objec -tives , worldwideBrenntag will endeavour to maintain the gold status ( Gold Recog - nition Level ) that it achieved in October 2016 and worldwideBrenntag score .",1
Deutsche Post DHL Group ECONOMIC IMPACT & SOCIETY PWC ensure that both information assets and goods are conveyed securely .,0
It is for adhere that Deutsche Post DHL Group want to reduce Deutsche Post DHL Group logistics related emissions to net zero by the year 2050 .,1
DHL Express focus on strengthening existing contractual rela- tions hips with DHL Express suppliers .,1
"At the Group level , the GoGreen Sponsors Board presides over the i m plementation of the environmental strategy and the development of environmental products .",0
"Corporate Internal Audit takes a systematic and targeted approach when evaluating the effectiveness of Deutsche Post DHL Group risk management system , control mechanisms , and management and monitoring processes , and in so doing contributes to our risk management system , control mechanisms , and management and monitoring processes improvement .",1
"In the supplier area , Continental AG has set the goal that 100 % of strategic suppliers will meet the requiremen ts of ISO 14001 ( environmental management ) by 2050 .",1
"DHL Express do not report KPIs for compliance , data protection and data security , or environmental and social standards in the supply chain since KPIs for compliance , data protection and data security , or environmental and social standards in the supply chain contain sensitive information pertaining to DHL Express business .",0
FRANK APPEL know that Deutsche Post DHL Group wants to train us to become certified GoGreen specialists and get us more involved in environmental action .,1
"Deutsche Post DHL Group Corporate Investment Policy , for example , specifies that DEUTSCHE POST may not make a replacement purchase if more than 40 % of our shares is not more energy efficient than more than 40 % of our shares predecessor model or does not at least offer other environmental advantages .",1
"Another considerable accomplishment was Deutsche Post DHL Group relisting in the Dow Jones Sustainability Indices ( DJSI World , DJSI Europe ) and receiving the RobecoSam Bronze Class distinction .",0
"DHL Express respond to special challenges due to comparably high fuel consumption and emissions with DHL Express “ burn less ” approach , which means continually investing in quieter and more efficient aircraft .",1
Initial results show that Deutsche Post AG are already addressing many of the CR related issues identified by Deutsche Post AG stakeholders as highly relevant to Deutsche Post AG .,0
"Because BRENNTAG SE pursues many different activities , only a few examples are listed here .",0
adhere adheremeans Deutsche Post DHL Group have met Deutsche Post DHL Group strategic target two years ahead of schedule .,1
"For Continental A G production employees , Continental A G offer specific and local training and further education programs worldwide that are designed to not only strengthen our production employees own qualifications and occupational safety , but also product quality .",0
"As an example , Deutsche Post take advantage of Deutsche Post membership of the World Economic Forum to help shape debate and action on sustainability .",0
HelloFresh are committed to tracking and reducing HelloFresh overall amount of packaging .,1
", ALLIANZ GROUP strive to further a systemic response to its Sustainable Development Goals ( SDGs).It and the Paris Agreement .",0
DHL Express are taking innovative approaches and using state of the art technologies that are also improving the working conditions of DHL Express employees . “,0
"Continental AG supports policymakers and legislators in the development of mobility for the future , especially in the areas of safety , the environment , information and affordability .",0
"ALLIANZ GROUP is dedicated to enhancing the maturity of the privacy program across ALLIANZ GROUP , as ALLIANZ GROUP commit to provide Digital by Default services .",1
"GRI 103- 2/3 , 405- 1 Deutsche Bank aim to attract , develop , and retain talented employees from all cultures , countries , races , ethnicities , genders , sexual orientations , disabilities , beliefs , backgrounds , and ex periences .",1
Deutsche Post DHL Group are consolidating Deutsche Post DHL Group Group wide growth initiatives – most notably in e commerce and in emerging markets and developing countries where structural growth is stronger .,0
"To do the company part in preserving biodiversity , the company implement both direct measures designed to maintain and expand protected areas , as well as indirect measures , which include consciously avoiding or minimizing activities that have an adverse effect on biological diversity .",0
Use of green electricity increases Deutsche Post AG use electricity from verified renewable energy sources ( “ green electricity ” ) to reduce the carbon footprint of Deutsche Post AG facilities wherever electricity from verified renewable energy sources is available and makes business sense .,1
"83 Deutsche Bank Supplement according to Global Reporting Initiative Non Financial Report 2020 In house ecology In house ecology ‚Äì Net zero carbon emissions target by 2050 ‚Äì 110 energy saving projects reduced consumption by 7.9 GWh ‚Äì Changes to building management systems maximized efficiency and minimized emissions GRI 103- 1/2 Deutsche Bank see it as an integral part of Deutsche Bank responsibility as a corporate citizen to manage and , where possible , minimize the environmental impact of Deutsche Bank business operations , such as Deutsche Bank offices and business travel .",1
"With regard to the numerator , BRENNTAG SE refer to BRENNTAG SE expla -nations below .",0
"In combination with technical mo- difications – such as speed limiting devices and anti idling systems , low rolling resistance tires , automatic transmis sions , aerodynamic swap bodies , and other optimization measures – Deutsche Post expect minimum standards worldwide for our heavy trucks to result in a significant increase in carbon efficiency .",1
"As an example , dividend income received by a group entity in Country X from a subsidiary in Country Y is not included in the IFRS Group accounts , as dividend income received by a group entity in Country X from a subsidiary in Country Y are eliminated in consolidation .",0
Eco friendly pr oducts : Responsibility Report 2015 ENVIRONMENT & SOLUTIONS 125Reducing gr eenhouse gas emissions Deutsche Post DHL Group review the customer ’s entire logistics supply chain – f rom road freight and wa rehousing to network design and carrier management – to identify potential environmental and economic efficiency levers .,0
"Allianz Global Investors continue to take action to improve areas highlighted for improvement in Allianz Global Investors Sustainability Report 2020201 , including : ‚Äì Career and development : Global roll out of the Opportunity Platform to provide short term collaboration opportunities , mentoring , reverse mentoring and more ‚Äì connected to Allianz Group with AllianzGI specific learning paths for career development",0
"Clearly , works can only work if DEUTSCHE POST are a good employer – DEUTSCHE POST people , and a place where people like to come to work every day .",1
17 SUSTAINABILITY AT worldwideBrenntag SUSTAINABILITY REPORT FOR THE FINANCIAL YEAR worldwideBrenntaggoal is to be the preferred distributor for sus - tainable solutions worldwide .,1
It ’s through Deutsche Post DHL Group efforts to ensure a sustainable business today that Deutsche Post DHL Group will ensure that Deutsche Post DHL G c ontinues to play a positive role in t hat story tomorrow and a d ecade from now .,1
ALLIANZ GROUP co leads the PSI initiative to develop an industry standard on ESG integration in insurance .,0
"As part of BRENNTAG SE “ BRENNTAG SE ” vision , BRENNTAG SE want to ensure that hu -man rights are seamlessly upheld in BRENNTAG SE supply chain and living wages are paid .",1
"worldwideBrenntag have combined the management ap -proaches for modules at a regional and global level on the topics of bribery and corruption and on antitrust law GRIand presented modules at a regional and global level on the topics of bribery and corruption and on antitrust law for economic , environmental and social topics .",0
"As a result , OUR strive for a close dialogue with our suppliers and respect our suppliers services .",1
"BRENNTAGWE oppose all forms of forced labour or child labour , ad -vocate equal opportunities and fair work conditions , and reject discrimination of any kind .",1
"‚Äì For the UN Global Compact , Deutsche Bank have set Deutsche Bank the goal to reac h a total of 25,000 enterprises by 2025 .",1
The Executive Board is responsible for a governance system that encompasses all re levant business processes .,0
By 2025 Express want to train 80 % of Express employees to become certified GoGreen specialists and actively involve 80 % of our employees in Express environmental and climate protection activities .,1
DHL Express offer a wide range of vocational occupations .,0
"With Deutsche Post AG Goteach program , Deutsche Post AG support equal opportunity in education around the world ’s .",1
"World -wide , BRENNTAGWE operate in accordance with the “ Safety First ” principle as BRENNTAGWE most important company value .",0
Deutsche Post DHL Group aspires to be the benchmark for re- sponsible business by 2020 .,1
And of course OUR monitor compliance with provisions wherever it is necessary and provide a concentrated response to complaints and inquiries .,1
"worldwideBrenntag aim is to be able to provide indi -vidual and systematic support within develop , and worldwideBrenntag are working to achieve provide .",1
"worldwideBrenntag offers worldwideBrenntag employees target group - specific and individual measures and training at a global , regional and local level and provides target group - specific and individual measures and training at a global , regional and local level either in conventional events attended in person or through online training events .",0
6 Emission factors from IEA ( 2019 ) for electricity were used for the countries where Deutsche Bank operates ( except for the U.S. where Principal Technical Information Security Officers were used ) .,0
What distinguishes Impact investingOur impact investments is that our impact investments must measure and show evidence of associated positive ( net ) outcomes ‚Äì rather than simply relate to a social or environmental theme .,0
"the Executive Board consults , in the absence of the Rubber Group , on a regular basis .",0
"With over 5,300 employees worldwide , HelloFresh are clearly no longer a start up in the traditional sense of the word .",0
"Here , BRENNTAGWE intend to achieve savings in BRENNTAGWE energy consumption and BRENNTAGWE CO2 emissions .",0
Plans also call for an innovation ﬂeet of /three.fitted / zero.fitted all electric trucks from Freightlinerto go into operation in /two.fitted / zero.fitted / one.fitted / nine.fitted .,1
Corporate citizenship at Deutsche Post DHL Group is an integral part of Deutsche Post corporate responsibility strategy .,0
019Back to the opening question : Deutsche Post DHL Group wants to be a benchmark company for responsible business by the year 2020 .,1
"However , dividend income received by a group entity in Country X from a subsidiary in Country Y are included in and reported in the results of Country X in the materiality matrix .",0
DHL Express reduce these emissions by modernizing DHL Express fleet of aircraft and road vehicles and updating the heating systems in DHL Express buildings .,1
Deutsche Post DHL Group want Deutsche Post DHL Group people to be the best in the industry .,1
"Through the use oftargeted measures , Deutsche Post DHL Group aim to better prepare Deutsche Post DHL Group w omen employees toDeutsche P ost DHL Gr oup Corpor ate Responsibility Report 2015 EMPLO YEES & WORKPLA CE 42take on leadership positions and thus further increase the share of women in m iddle and upper management .",1
"Because Deutsche Post DHL Group protects customers from supply chain disruption and minimizes customers risk , Deutsche Post DHL Group makes a valuable contribution to economic sustainability for Deutsche Post DHL Group customers .",0
Deutsche Bank operates in a rapidly evolving environment that requires innovation and change .,0
"Source : Press release dated March 19 , 2020 Continental AG is rewarding the exceptional commitment of Continental AG employees around the world in the past year with an extraordinary bonus .",0
Continental AG are preparing the employees affected for the technological changes and associated professional and personal challenges that the employees affected will face through structured retraining measures that are conducive to employment .,0
"With the help of Deutsche Post DHL Group global team of tax experts , w e ensure that taxation risks can be recognized and counteracted , that national and international tax relatedcompliance requirements are met and as a result that the commercial activities of Deutsche Post DHL Group are properly taxed in t he respective countries .",1
→ From page 105 BUSINESS MODEL Deutsche Post DHL Group is a provider of mail and logistics services with locations in more than 220 countries and terri tories .,0
"DHL Express also strive to make the jobs and working models DHL Express offer more attractive to women , and to prepare suitable women em ployees for leadership roles .",1
"By implementing a common language and global understanding of roles , ALLIANZ GROUP will bring greater transparency around job roles and capabilities across the global organization .",1
", BRENNTAG SE requires a certain number of BRENNTAG SE suppliers to undergo sustainability as -sessments every year .",0
"BRENNTAGWE have set a new target in relation to seeing : By 2020 , BRENNTAGWE want 70 per cent of BRENNTAGWE suppliers undergoing reassessment to have improved 70 per cent of our suppliers undergoing reassessment score by at least one point compared to 70 per cent of our suppliers undergoing reassessment previous assessment .",1
"Due to the nature of DHL Express core business , DHL Express do not consume significant quantities of water .",0
"Compliance , risk management and data security are central to the integrity of Allianz Global Investors operations and systems and Allianz Global Investors uphold the highest standards to gain and keep trust in Allianz Global Investors fiduciary business .",0
"Based on the extensive results of SUSTAINABILITY REPORT , BRENNTAGWE have drawn up , among others , global , regional and local action plans .",0
Continental and Kordsa and Management Report waive any claims to developer or licensing fees .,0
"For given , Deutsche Post aims to further instill a compliance culture in the workplace and increase awareness of the topic among all employees .",1
Equally important is ALLIANZ GROUP need to reach out to and engage with a broad global audience about the way ALLIANZ GROUP do business ‚Äì from ALLIANZ GROUP employees and investors to customers and non governmental organizations ( NGOs ) .,0
www.dpdhl.com/goteach “ Deutsche Post DHL Group believe that all children and young people should be supported to reach all children and young people po- tential and grow into the best person all children and young people can be . ”,1
On Deutsche Post AG way to creating a top employer brand Deutsche Post AG want to ensure long term success for Deutsche Post AG and position Deutsche Post AG as an employer brand with a clear identity in the competition for employees .,1
"Secondly , in today ’s rapidly changing world , education promotes greater stability and prosperity – both for individuals and for the societies and markets in which Deutsche Post DHL Group conduct business .",1
Deutsche Post DHL Group rely on efficiency measures to optimize the energy and fuel consumption of Deutsche Post DHL Group own fleets .,1
Continental AG use agency -approved and certified disposal companies to dispose of Continental AG waste in a proper manner .,0
"In 2015 Deutsche Post DHL Group will make our tools for strategic workforce management available to additional units , especially in high- growth segments .",1
Deutsche Post DHL Group are also doing Deutsche Post DHL Group part to minimize local air pollutants and noise in ur ban areas by increasing the share of electric delivery vehicles in o ur fleet and through Deutsche Post DHL Group in creased use of courier bikes .,0
"And Deutsche Post DHL Group have improved the carbon efficiency of Deutsche Post DHL Group business activities , including transport subcontractors , by 23 % as compared to 2007 – another big step towards achieving Deutsche Post DHL Group goal of a 30 % carbon efficiency improvement by 2014 .",1
Continental AG does not export any waste .,0
"emerging economies face large financing gaps and , with ALLIANZ GROUP investments alongside multilateral development banks and other partners , ALLIANZ GROUP can support sustainable development and economic growth .",0
"121 Deutsche Bank Appendix Non Financial Report 2020 UN ( SASB ) index Sustainability Accounting Standards Board ( SASB ) index Non Financial Report 2020 marks the first time , Deutsche Bank is reporting metrics of UN ( SASB ) standards , thus acknowledging the growing importance among investors and businesses .",0
"As the world ’s largest logistics service provider , the company have a special obligation to minimize the negative impact of the company business on the environment .",1
"improve means that compared to the 2007 baseline , the company have improved the company carbon efficiency by 18 % putting the company well on track to achieving our ambitious climate protection target to improve carbon efficiency by 30 % by the year 2020 , as compared to the baseline year 2007 2020 .",1
"Deutsche Post DHL Group offer customers eco efficient logistics and tr ansport solutions that not only improve the transparency of customers emissions , but help reduce or offset their emissions .",1
The organizational structure of the AFC specialist unit also brings together under one roof We two Centers of Competence for Preventing and Combating Money Laundering and the Financing of Terrorism ( CoC AML ) and the Center of Competence for Checks against Sanctions Lists ( CoC CSL ) . The objective of the sanctions compliance process is to ensure the performance of systematic reviews to determine whether the names of aﬀected natural or juridical persons or organizations can be found on any sanctions list around the globe ( checks against sanctions lists — car / two.fittedgo ) .,1
the entire Board of Management of Daimler AG is working on a computer based simulation program ( VECTO ) that aims to make manufacturers ’ statements regarding the fuel consumption and CO 2 emissions of trucks and buses comparable .,1
